subject_id,is_correct,response_text,target,angle,targetFreq
100cs4w6vo,1,gorm,gorm,330,LF
17uwg19m6q,1,gorm,gorm,15,HF
17uwg19m6q,1,noom,noom,60,HF
17uwg19m6q,1,gled,gled,105,LF
17uwg19m6q,1,noobda,noobda,150,LF
17uwg19m6q,1,blit,blit,195,HF
17uwg19m6q,1,clate,clate,240,HF
17uwg19m6q,1,pim,pim,285,LF
17uwg19m6q,1,grah,grah,330,LF
1soyo4hsam,1,noobda,noobda,15,HF
1soyo4hsam,1,gled,gled,60,HF
1soyo4hsam,1,blit,blit,105,LF
1soyo4hsam,1,noom,noom,150,LF
1soyo4hsam,1,grah,grah,195,HF
1soyo4hsam,1,gorm,gorm,240,HF
1soyo4hsam,1,clate,clate,285,LF
1soyo4hsam,1,pim,pim,330,LF
228trnawa2,1,noom,noom,15,HF
228trnawa2,1,noobda,noobda,60,HF
228trnawa2,1,clate,clate,105,LF
228trnawa2,1,gled,gled,150,LF
228trnawa2,1,gorm,gorm,195,HF
228trnawa2,1,blit,blit,240,HF
228trnawa2,1,pim,pim,285,LF
228trnawa2,1,grah,grah,330,LF
2ajfjw1an2,1,pim,pim,15,HF
2ajfjw1an2,1,gorm,gorm,60,HF
2ajfjw1an2,1,blit,blit,105,LF
2ajfjw1an2,1,noom,noom,150,LF
2ajfjw1an2,1,gled,gled,195,HF
2ajfjw1an2,1,noobda,noobda,240,HF
2ajfjw1an2,1,clate,clate,285,LF
2ajfjw1an2,1,grah,grah,330,LF
2zsvx9rzg5,1,blit,blit,15,HF
2zsvx9rzg5,1,pim,pim,60,HF
2zsvx9rzg5,1,gorm,gorm,105,LF
2zsvx9rzg5,1,noobda,noobda,150,LF
2zsvx9rzg5,1,clate,clate,195,HF
2zsvx9rzg5,1,gled,gled,240,HF
2zsvx9rzg5,1,noom,noom,285,LF
2zsvx9rzg5,1,grah,grah,330,LF
347ayj5ekt,1,blit,blit,15,HF
347ayj5ekt,1,pim,pim,60,HF
347ayj5ekt,1,noom,noom,105,LF
347ayj5ekt,1,noobda,noobda,150,LF
347ayj5ekt,1,clate,clate,195,HF
347ayj5ekt,1,gorm,gorm,240,HF
347ayj5ekt,1,gled,gled,285,LF
347ayj5ekt,1,grah,grah,330,LF
37mv25m0z1,1,pim,pim,15,HF
37mv25m0z1,1,gled,gled,60,HF
37mv25m0z1,1,grah,grah,105,LF
37mv25m0z1,1,blit,blit,150,LF
37mv25m0z1,1,noobda,noobda,195,HF
37mv25m0z1,1,gorm,gorm,240,HF
37mv25m0z1,1,noom,noom,285,LF
37mv25m0z1,1,clate,clate,330,LF
3h7y2h34t3,1,noobda,noobda,15,HF
3h7y2h34t3,1,pim,pim,60,HF
3h7y2h34t3,1,gorm,gorm,105,LF
3h7y2h34t3,1,gled,gled,150,LF
3h7y2h34t3,1,grah,grah,195,HF
3h7y2h34t3,1,noom,noom,240,HF
3h7y2h34t3,1,clate,clate,285,LF
3h7y2h34t3,1,blit,blit,330,LF
3kog23fzrk,0,west,gorm,15,HF
3kog23fzrk,0,west,gorm,15,HF
3kog23fzrk,1,gorm,gorm,15,HF
3kog23fzrk,1,gled,gled,60,HF
3kog23fzrk,0,nooba,noobda,105,LF
3kog23fzrk,1,noobda,noobda,105,LF
3kog23fzrk,1,clate,clate,150,LF
3kog23fzrk,1,grah,grah,195,HF
3kog23fzrk,1,pim,pim,240,HF
3kog23fzrk,1,blit,blit,285,LF
3kog23fzrk,1,noom,noom,330,LF
3qkywmtj6u,1,gorm,gorm,15,HF
3qkywmtj6u,1,clate,clate,60,HF
3qkywmtj6u,1,noobda,noobda,105,LF
3qkywmtj6u,1,pim,pim,150,LF
3qkywmtj6u,1,grah,grah,195,HF
3qkywmtj6u,1,blit,blit,240,HF
3qkywmtj6u,1,noom,noom,285,LF
3qkywmtj6u,1,gled,gled,330,LF
3tmbt3lrc9,1,clate,clate,15,HF
3tmbt3lrc9,1,gled,gled,60,HF
3tmbt3lrc9,1,gorm,gorm,105,LF
3tmbt3lrc9,1,blit,blit,150,LF
3tmbt3lrc9,1,noom,noom,195,HF
3tmbt3lrc9,1,grah,grah,240,HF
3tmbt3lrc9,1,noobda,noobda,285,LF
3tmbt3lrc9,1,pim,pim,330,LF
3vkvs43hms,1,blit,blit,15,HF
3vkvs43hms,1,gled,gled,60,HF
3vkvs43hms,1,clate,clate,105,LF
3vkvs43hms,1,pim,pim,150,LF
3vkvs43hms,1,gorm,gorm,195,HF
3vkvs43hms,1,noobda,noobda,240,HF
3vkvs43hms,1,grah,grah,285,LF
3vkvs43hms,1,noom,noom,330,LF
3vy59ur9wu,1,gled,gled,15,HF
3vy59ur9wu,1,grah,grah,60,HF
3vy59ur9wu,1,blit,blit,105,LF
3vy59ur9wu,1,pim,pim,150,LF
3vy59ur9wu,1,gorm,gorm,195,HF
3vy59ur9wu,1,noobda,noobda,240,HF
3vy59ur9wu,1,noom,noom,285,LF
3vy59ur9wu,1,clate,clate,330,LF
48345bnnyx,1,noobda,noobda,15,HF
48345bnnyx,1,gorm,gorm,60,HF
48345bnnyx,1,pim,pim,105,LF
48345bnnyx,1,gled,gled,150,LF
48345bnnyx,1,clate,clate,195,HF
48345bnnyx,1,blit,blit,240,HF
48345bnnyx,1,grah,grah,285,LF
48345bnnyx,1,noom,noom,330,LF
49vcv3f2hj,1,grah,grah,15,HF
49vcv3f2hj,1,gled,gled,60,HF
49vcv3f2hj,1,pim,pim,105,LF
49vcv3f2hj,1,gorm,gorm,150,LF
49vcv3f2hj,1,blit,blit,195,HF
49vcv3f2hj,1,noobda,noobda,240,HF
49vcv3f2hj,1,noom,noom,285,LF
49vcv3f2hj,1,clate,clate,330,LF
4efyfjjlpj,1,gled,gled,15,HF
4efyfjjlpj,1,gorm,gorm,60,HF
4efyfjjlpj,1,blit,blit,105,LF
4efyfjjlpj,1,pim,pim,150,LF
4efyfjjlpj,1,noom,noom,195,HF
4efyfjjlpj,1,clate,clate,240,HF
4efyfjjlpj,1,grah,grah,285,LF
4efyfjjlpj,1,noobda,noobda,330,LF
4fwyjkj1za,1,gled,gled,15,HF
4fwyjkj1za,1,gorm,gorm,60,HF
4fwyjkj1za,1,pim,pim,105,LF
4fwyjkj1za,1,noobda,noobda,150,LF
4fwyjkj1za,1,blit,blit,195,HF
4fwyjkj1za,1,grah,grah,240,HF
4fwyjkj1za,1,noom,noom,285,LF
4fwyjkj1za,1,clate,clate,330,LF
4ru9b8o7dw,1,noom,noom,15,HF
4ru9b8o7dw,1,pim,pim,60,HF
4ru9b8o7dw,1,gorm,gorm,105,LF
4ru9b8o7dw,1,noobda,noobda,150,LF
4ru9b8o7dw,1,blit,blit,195,HF
4ru9b8o7dw,1,clate,clate,240,HF
4ru9b8o7dw,1,grah,grah,285,LF
4ru9b8o7dw,1,gled,gled,330,LF
4wgsho2y5e,1,blit,blit,15,HF
4wgsho2y5e,1,gorm,gorm,60,HF
4wgsho2y5e,1,clate,clate,105,LF
4wgsho2y5e,1,grah,grah,150,LF
4wgsho2y5e,1,noobda,noobda,195,HF
4wgsho2y5e,1,noom,noom,240,HF
4wgsho2y5e,1,pim,pim,285,LF
4wgsho2y5e,1,gled,gled,330,LF
5jspkcsw6z,1,gled,gled,15,HF
5jspkcsw6z,1,grah,grah,60,HF
5jspkcsw6z,1,noom,noom,105,LF
5jspkcsw6z,1,blit,blit,150,LF
5jspkcsw6z,1,clate,clate,195,HF
5jspkcsw6z,1,noobda,noobda,240,HF
5jspkcsw6z,1,pim,pim,285,LF
5jspkcsw6z,1,gorm,gorm,330,LF
5l61gsvc1l,1,gled,gled,15,HF
5l61gsvc1l,1,pim,pim,60,HF
5l61gsvc1l,1,gorm,gorm,105,LF
5l61gsvc1l,1,noobda,noobda,150,LF
5l61gsvc1l,1,grah,grah,195,HF
5l61gsvc1l,1,clate,clate,240,HF
5l61gsvc1l,1,blit,blit,285,LF
5l61gsvc1l,1,noom,noom,330,LF
5yh11gh1l4,1,gorm,gorm,15,HF
5yh11gh1l4,1,clate,clate,60,HF
5yh11gh1l4,1,blit,blit,105,LF
5yh11gh1l4,1,noom,noom,150,LF
5yh11gh1l4,1,gled,gled,195,HF
5yh11gh1l4,1,noobda,noobda,240,HF
5yh11gh1l4,1,pim,pim,285,LF
5yh11gh1l4,1,grah,grah,330,LF
6xoge0l42e,1,noom,noom,15,HF
6xoge0l42e,1,blit,blit,60,HF
6xoge0l42e,1,grah,grah,105,LF
6xoge0l42e,1,gled,gled,150,LF
6xoge0l42e,1,pim,pim,195,HF
6xoge0l42e,1,gorm,gorm,240,HF
6xoge0l42e,1,clate,clate,285,LF
6xoge0l42e,1,noobda,noobda,330,LF
7b5zaqqw0t,1,noom,noom,15,HF
7b5zaqqw0t,1,grah,grah,60,HF
7b5zaqqw0t,1,pim,pim,105,LF
7b5zaqqw0t,1,noobda,noobda,150,LF
7b5zaqqw0t,1,gorm,gorm,195,HF
7b5zaqqw0t,1,gled,gled,240,HF
7b5zaqqw0t,1,clate,clate,285,LF
7b5zaqqw0t,0,NA,blit,330,LF
7b5zaqqw0t,1,blit,blit,330,LF
7cegegnp9l,1,noom,noom,15,HF
7cegegnp9l,1,gorm,gorm,60,HF
7cegegnp9l,1,clate,clate,105,LF
7cegegnp9l,1,noobda,noobda,150,LF
7cegegnp9l,1,pim,pim,195,HF
7cegegnp9l,1,gled,gled,240,HF
7cegegnp9l,1,blit,blit,285,LF
7cegegnp9l,1,grah,grah,330,LF
7m9l448o1u,1,noom,noom,15,HF
7m9l448o1u,1,pim,pim,60,HF
7m9l448o1u,1,gled,gled,105,LF
7m9l448o1u,1,blit,blit,150,LF
7m9l448o1u,1,noobda,noobda,195,HF
7m9l448o1u,1,gorm,gorm,240,HF
7m9l448o1u,1,grah,grah,285,LF
7m9l448o1u,1,clate,clate,330,LF
7sqxdgaxbu,1,noom,noom,15,HF
7sqxdgaxbu,1,gled,gled,60,HF
7sqxdgaxbu,1,blit,blit,105,LF
7sqxdgaxbu,1,grah,grah,150,LF
7sqxdgaxbu,1,pim,pim,195,HF
7sqxdgaxbu,1,gorm,gorm,240,HF
7sqxdgaxbu,1,noobda,noobda,285,LF
7sqxdgaxbu,1,clate,clate,330,LF
83a3d9g0s4,1,gled,gled,15,HF
83a3d9g0s4,1,blit,blit,60,HF
83a3d9g0s4,1,noom,noom,105,LF
83a3d9g0s4,1,grah,grah,150,LF
83a3d9g0s4,1,noobda,noobda,195,HF
83a3d9g0s4,1,clate,clate,240,HF
83a3d9g0s4,1,pim,pim,285,LF
83a3d9g0s4,1,gorm,gorm,330,LF
8555m8vlxh,1,clate,clate,15,HF
8555m8vlxh,1,gled,gled,60,HF
8555m8vlxh,1,noobda,noobda,105,LF
8555m8vlxh,1,pim,pim,150,LF
8555m8vlxh,1,noom,noom,195,HF
8555m8vlxh,1,blit,blit,240,HF
8555m8vlxh,1,gorm,gorm,285,LF
8555m8vlxh,1,grah,grah,330,LF
86qnle61oj,1,gorm,gorm,15,HF
86qnle61oj,1,gled,gled,60,HF
86qnle61oj,1,noobda,noobda,105,LF
86qnle61oj,1,pim,pim,150,LF
86qnle61oj,1,clate,clate,195,HF
86qnle61oj,1,noom,noom,240,HF
86qnle61oj,1,grah,grah,285,LF
86qnle61oj,1,blit,blit,330,LF
8oyvp1rl41,1,clate,clate,15,HF
8oyvp1rl41,1,noom,noom,60,HF
8oyvp1rl41,1,blit,blit,105,LF
8oyvp1rl41,1,noobda,noobda,150,LF
8oyvp1rl41,1,grah,grah,195,HF
8oyvp1rl41,1,gled,gled,240,HF
8oyvp1rl41,1,pim,pim,285,LF
8oyvp1rl41,1,gorm,gorm,330,LF
8s0qoles64,1,gled,gled,15,HF
8s0qoles64,1,gorm,gorm,60,HF
8s0qoles64,1,grah,grah,105,LF
8s0qoles64,1,blit,blit,150,LF
8s0qoles64,1,clate,clate,195,HF
8s0qoles64,1,noobda,noobda,240,HF
8s0qoles64,1,noom,noom,285,LF
8s0qoles64,1,pim,pim,330,LF
8z25ff05po,1,gorm,gorm,15,HF
8z25ff05po,1,noom,noom,60,HF
8z25ff05po,1,clate,clate,105,LF
8z25ff05po,1,pim,pim,150,LF
8z25ff05po,1,blit,blit,195,HF
8z25ff05po,1,gled,gled,240,HF
8z25ff05po,1,grah,grah,285,LF
8z25ff05po,1,noobda,noobda,330,LF
9dd5exmhez,1,blit,blit,15,HF
9dd5exmhez,1,noobda,noobda,60,HF
9dd5exmhez,1,noom,noom,105,LF
9dd5exmhez,1,gled,gled,150,LF
9dd5exmhez,1,gorm,gorm,195,HF
9dd5exmhez,1,pim,pim,240,HF
9dd5exmhez,1,clate,clate,285,LF
9dd5exmhez,1,grah,grah,330,LF
9nn14a9lha,1,grah,grah,15,HF
9nn14a9lha,1,pim,pim,60,HF
9nn14a9lha,1,gled,gled,105,LF
9nn14a9lha,1,noobda,noobda,150,LF
9nn14a9lha,1,clate,clate,195,HF
9nn14a9lha,1,blit,blit,240,HF
9nn14a9lha,1,noom,noom,285,LF
9nn14a9lha,1,gorm,gorm,330,LF
9ok6dl2vqc,1,gled,gled,15,HF
9ok6dl2vqc,1,blit,blit,60,HF
9ok6dl2vqc,1,noom,noom,105,LF
9ok6dl2vqc,1,clate,clate,150,LF
9ok6dl2vqc,1,gorm,gorm,195,HF
9ok6dl2vqc,1,noobda,noobda,240,HF
9ok6dl2vqc,1,pim,pim,285,LF
9ok6dl2vqc,1,grah,grah,330,LF
9rhfcz0jn2,1,gled,gled,15,HF
9rhfcz0jn2,1,grah,grah,60,HF
9rhfcz0jn2,1,gorm,gorm,105,LF
9rhfcz0jn2,1,noobda,noobda,150,LF
9rhfcz0jn2,1,pim,pim,195,HF
9rhfcz0jn2,1,blit,blit,240,HF
9rhfcz0jn2,1,noom,noom,285,LF
9rhfcz0jn2,1,clate,clate,330,LF
9s1r1pogwn,1,gled,gled,15,HF
9s1r1pogwn,1,noobda,noobda,60,HF
9s1r1pogwn,1,noom,noom,105,LF
9s1r1pogwn,1,pim,pim,150,LF
9s1r1pogwn,1,blit,blit,195,HF
9s1r1pogwn,1,gorm,gorm,240,HF
9s1r1pogwn,1,clate,clate,285,LF
9s1r1pogwn,1,grah,grah,330,LF
9svt5softs,1,gorm,gorm,15,HF
9svt5softs,1,blit,blit,60,HF
9svt5softs,1,clate,clate,105,LF
9svt5softs,1,pim,pim,150,LF
9svt5softs,1,noom,noom,195,HF
9svt5softs,1,grah,grah,240,HF
9svt5softs,1,noobda,noobda,285,LF
9svt5softs,1,gled,gled,330,LF
a7tvoky9qv,1,gled,gled,15,HF
a7tvoky9qv,1,grah,grah,60,HF
a7tvoky9qv,1,blit,blit,105,LF
a7tvoky9qv,1,clate,clate,150,LF
a7tvoky9qv,1,noobda,noobda,195,HF
a7tvoky9qv,1,pim,pim,240,HF
a7tvoky9qv,1,noom,noom,285,LF
a7tvoky9qv,1,gorm,gorm,330,LF
aj2gh1yrgk,1,blit,blit,15,HF
aj2gh1yrgk,1,clate,clate,60,HF
aj2gh1yrgk,1,gled,gled,105,LF
aj2gh1yrgk,1,noobda,noobda,150,LF
aj2gh1yrgk,1,grah,grah,195,HF
aj2gh1yrgk,1,noom,noom,240,HF
aj2gh1yrgk,1,pim,pim,285,LF
aj2gh1yrgk,1,gorm,gorm,330,LF
bfwyrbfepl,1,grah,grah,15,HF
bfwyrbfepl,1,clate,clate,60,HF
bfwyrbfepl,1,blit,blit,105,LF
bfwyrbfepl,1,noom,noom,150,LF
bfwyrbfepl,1,pim,pim,195,HF
bfwyrbfepl,1,noobda,noobda,240,HF
bfwyrbfepl,1,gorm,gorm,285,LF
bfwyrbfepl,1,gled,gled,330,LF
bgpuop4hxp,1,blit,blit,15,HF
bgpuop4hxp,1,grah,grah,60,HF
bgpuop4hxp,1,noobda,noobda,105,LF
bgpuop4hxp,1,clate,clate,150,LF
bgpuop4hxp,1,pim,pim,195,HF
bgpuop4hxp,1,gled,gled,240,HF
bgpuop4hxp,1,noom,noom,285,LF
bgpuop4hxp,1,gorm,gorm,330,LF
bhanjyuauz,1,noobda,noobda,15,HF
bhanjyuauz,1,clate,clate,60,HF
bhanjyuauz,1,blit,blit,105,LF
bhanjyuauz,1,noom,noom,150,LF
bhanjyuauz,1,pim,pim,195,HF
bhanjyuauz,1,gled,gled,240,HF
bhanjyuauz,1,grah,grah,285,LF
bhanjyuauz,1,gorm,gorm,330,LF
bq51clktf9,1,gorm,gorm,15,HF
bq51clktf9,1,noobda,noobda,60,HF
bq51clktf9,1,clate,clate,105,LF
bq51clktf9,1,blit,blit,150,LF
bq51clktf9,1,gled,gled,195,HF
bq51clktf9,1,grah,grah,240,HF
bq51clktf9,1,pim,pim,285,LF
bq51clktf9,1,noom,noom,330,LF
bu0flsj7ol,1,blit,blit,15,HF
bu0flsj7ol,1,grah,grah,60,HF
bu0flsj7ol,1,gled,gled,105,LF
bu0flsj7ol,1,noobda,noobda,150,LF
bu0flsj7ol,1,clate,clate,195,HF
bu0flsj7ol,1,pim,pim,240,HF
bu0flsj7ol,1,noom,noom,285,LF
bu0flsj7ol,1,gorm,gorm,330,LF
bv0n7ya9hp,1,clate,clate,15,HF
bv0n7ya9hp,1,noom,noom,60,HF
bv0n7ya9hp,1,pim,pim,105,LF
bv0n7ya9hp,1,noobda,noobda,150,LF
bv0n7ya9hp,1,gorm,gorm,195,HF
bv0n7ya9hp,1,gled,gled,240,HF
bv0n7ya9hp,1,blit,blit,285,LF
bv0n7ya9hp,1,grah,grah,330,LF
bytgb9k7ey,1,noobda,noobda,15,HF
bytgb9k7ey,1,gled,gled,60,HF
bytgb9k7ey,1,noom,noom,105,LF
bytgb9k7ey,1,pim,pim,150,LF
bytgb9k7ey,1,gorm,gorm,195,HF
bytgb9k7ey,1,grah,grah,240,HF
bytgb9k7ey,1,blit,blit,285,LF
bytgb9k7ey,1,clate,clate,330,LF
c38zxkub3s,0,west,pim,15,HF
c38zxkub3s,1,pim,pim,15,HF
c38zxkub3s,1,blit,blit,60,HF
c38zxkub3s,1,gled,gled,105,LF
c38zxkub3s,1,noobda,noobda,150,LF
c38zxkub3s,1,clate,clate,195,HF
c38zxkub3s,1,gorm,gorm,240,HF
c38zxkub3s,1,noom,noom,285,LF
c38zxkub3s,1,grah,grah,330,LF
cbl0bwrm4s,1,grah,grah,15,HF
cbl0bwrm4s,1,gorm,gorm,60,HF
cbl0bwrm4s,1,gled,gled,105,LF
cbl0bwrm4s,1,blit,blit,150,LF
cbl0bwrm4s,1,clate,clate,195,HF
cbl0bwrm4s,1,noobda,noobda,240,HF
cbl0bwrm4s,1,noom,noom,285,LF
cbl0bwrm4s,1,pim,pim,330,LF
ce4ogo9mfc,0,south west,grah,15,HF
ce4ogo9mfc,1,grah,grah,15,HF
ce4ogo9mfc,1,clate,clate,60,HF
ce4ogo9mfc,1,gorm,gorm,105,LF
ce4ogo9mfc,1,gled,gled,150,LF
ce4ogo9mfc,1,noobda,noobda,195,HF
ce4ogo9mfc,1,blit,blit,240,HF
ce4ogo9mfc,1,pim,pim,285,LF
ce4ogo9mfc,1,noom,noom,330,LF
cpzg4y5hf2,1,gled,gled,15,HF
cpzg4y5hf2,1,noom,noom,60,HF
cpzg4y5hf2,1,gorm,gorm,105,LF
cpzg4y5hf2,1,clate,clate,150,LF
cpzg4y5hf2,1,grah,grah,195,HF
cpzg4y5hf2,1,blit,blit,240,HF
cpzg4y5hf2,1,noobda,noobda,285,LF
cpzg4y5hf2,1,pim,pim,330,LF
cyg0pbw2j6,1,clate,clate,15,HF
cyg0pbw2j6,1,blit,blit,60,HF
cyg0pbw2j6,1,grah,grah,105,LF
cyg0pbw2j6,1,noom,noom,150,LF
cyg0pbw2j6,1,pim,pim,195,HF
cyg0pbw2j6,1,noobda,noobda,240,HF
cyg0pbw2j6,1,gorm,gorm,285,LF
cyg0pbw2j6,1,gled,gled,330,LF
d8fbvwalxr,1,noom,noom,15,HF
d8fbvwalxr,1,pim,pim,60,HF
d8fbvwalxr,1,clate,clate,105,LF
d8fbvwalxr,1,grah,grah,150,LF
d8fbvwalxr,1,gled,gled,195,HF
d8fbvwalxr,1,blit,blit,240,HF
d8fbvwalxr,1,noobda,noobda,285,LF
d8fbvwalxr,1,gorm,gorm,330,LF
ds4hmyce0c,0,right,grah,15,HF
ds4hmyce0c,0,right,grah,15,HF
ds4hmyce0c,0,left,grah,15,HF
ds4hmyce0c,0,up,grah,15,HF
ds4hmyce0c,0,down,grah,15,HF
ds4hmyce0c,0,north,grah,15,HF
ds4hmyce0c,0,south,grah,15,HF
ds4hmyce0c,1,grah,grah,15,HF
ds4hmyce0c,1,pim,pim,60,HF
ds4hmyce0c,1,clate,clate,105,LF
ds4hmyce0c,1,gorm,gorm,150,LF
ds4hmyce0c,1,noobda,noobda,195,HF
ds4hmyce0c,1,blit,blit,240,HF
ds4hmyce0c,1,gled,gled,285,LF
ds4hmyce0c,1,noom,noom,330,LF
ewyzhl5t0z,1,noobda,noobda,15,HF
ewyzhl5t0z,1,clate,clate,60,HF
ewyzhl5t0z,1,noom,noom,105,LF
ewyzhl5t0z,1,grah,grah,150,LF
ewyzhl5t0z,1,gled,gled,195,HF
ewyzhl5t0z,1,blit,blit,240,HF
ewyzhl5t0z,1,pim,pim,285,LF
ewyzhl5t0z,1,gorm,gorm,330,LF
f0no4oe2gw,1,blit,blit,15,HF
f0no4oe2gw,1,grah,grah,60,HF
f0no4oe2gw,1,gorm,gorm,105,LF
f0no4oe2gw,1,clate,clate,150,LF
f0no4oe2gw,1,gled,gled,195,HF
f0no4oe2gw,1,noobda,noobda,240,HF
f0no4oe2gw,1,pim,pim,285,LF
f0no4oe2gw,1,noom,noom,330,LF
f0waok7lrr,1,blit,blit,15,HF
f0waok7lrr,1,gled,gled,60,HF
f0waok7lrr,1,clate,clate,105,LF
f0waok7lrr,1,noobda,noobda,150,LF
f0waok7lrr,1,noom,noom,195,HF
f0waok7lrr,1,grah,grah,240,HF
f0waok7lrr,1,pim,pim,285,LF
f0waok7lrr,1,gorm,gorm,330,LF
f97nt6uxrp,1,blit,blit,15,HF
f97nt6uxrp,1,clate,clate,60,HF
f97nt6uxrp,1,gorm,gorm,105,LF
f97nt6uxrp,1,gled,gled,150,LF
f97nt6uxrp,1,noom,noom,195,HF
f97nt6uxrp,1,noobda,noobda,240,HF
f97nt6uxrp,1,pim,pim,285,LF
f97nt6uxrp,1,grah,grah,330,LF
fc0nf7pdyf,1,gled,gled,15,HF
fc0nf7pdyf,1,noobda,noobda,60,HF
fc0nf7pdyf,1,grah,grah,105,LF
fc0nf7pdyf,1,gorm,gorm,150,LF
fc0nf7pdyf,1,clate,clate,195,HF
fc0nf7pdyf,1,blit,blit,240,HF
fc0nf7pdyf,1,noom,noom,285,LF
fc0nf7pdyf,1,pim,pim,330,LF
flpeylj5f3,1,noobda,noobda,15,HF
flpeylj5f3,1,blit,blit,60,HF
flpeylj5f3,1,gled,gled,105,LF
flpeylj5f3,1,clate,clate,150,LF
flpeylj5f3,1,pim,pim,195,HF
flpeylj5f3,1,noom,noom,240,HF
flpeylj5f3,1,grah,grah,285,LF
flpeylj5f3,1,gorm,gorm,330,LF
frwjgr8fzf,1,clate,clate,15,HF
frwjgr8fzf,1,gorm,gorm,60,HF
frwjgr8fzf,1,grah,grah,105,LF
frwjgr8fzf,1,pim,pim,150,LF
frwjgr8fzf,1,gled,gled,195,HF
frwjgr8fzf,1,noobda,noobda,240,HF
frwjgr8fzf,1,blit,blit,285,LF
frwjgr8fzf,1,noom,noom,330,LF
fvehxn7tes,1,clate,clate,15,HF
fvehxn7tes,1,pim,pim,60,HF
fvehxn7tes,1,grah,grah,105,LF
fvehxn7tes,1,gled,gled,150,LF
fvehxn7tes,1,noobda,noobda,195,HF
fvehxn7tes,1,blit,blit,240,HF
fvehxn7tes,1,noom,noom,285,LF
fvehxn7tes,1,gorm,gorm,330,LF
ge07ka806h,1,pim,pim,15,HF
ge07ka806h,1,gorm,gorm,60,HF
ge07ka806h,1,blit,blit,105,LF
ge07ka806h,1,clate,clate,150,LF
ge07ka806h,1,noobda,noobda,195,HF
ge07ka806h,1,grah,grah,240,HF
ge07ka806h,1,gled,gled,285,LF
ge07ka806h,1,noom,noom,330,LF
ge37m48x8f,1,gled,gled,15,HF
ge37m48x8f,1,clate,clate,60,HF
ge37m48x8f,1,gorm,gorm,105,LF
ge37m48x8f,1,blit,blit,150,LF
ge37m48x8f,1,grah,grah,195,HF
ge37m48x8f,1,pim,pim,240,HF
ge37m48x8f,1,noobda,noobda,285,LF
ge37m48x8f,1,noom,noom,330,LF
get5u44jv4,0,northwest,gled,15,HF
get5u44jv4,1,gled,gled,15,HF
get5u44jv4,1,noom,noom,60,HF
get5u44jv4,1,grah,grah,105,LF
get5u44jv4,1,noobda,noobda,150,LF
get5u44jv4,1,blit,blit,195,HF
get5u44jv4,1,clate,clate,240,HF
get5u44jv4,1,gorm,gorm,285,LF
get5u44jv4,1,pim,pim,330,LF
gez6j44yhr,1,grah,grah,15,HF
gez6j44yhr,1,gled,gled,60,HF
gez6j44yhr,1,clate,clate,105,LF
gez6j44yhr,1,blit,blit,150,LF
gez6j44yhr,1,pim,pim,195,HF
gez6j44yhr,1,noom,noom,240,HF
gez6j44yhr,1,gorm,gorm,285,LF
gez6j44yhr,1,noobda,noobda,330,LF
gmsh8c65ef,1,pim,pim,15,HF
