frequency_ratio,payoff_structure,T,p_lf,p_hf,theta
1:2,linear,0.7618729096989967,0.63805205,0.361948,0.5
1:2,linear,0.7779264214046822,0.64509207,0.354908,0.5
1:2,linear,0.7939799331103679,0.6520698,0.34793025,0.5
1:2,linear,0.8100334448160535,0.6589829,0.34101713,0.5
1:2,linear,0.826086956521739,0.6658289,0.33417103,0.5
1:2,linear,0.8421404682274247,0.6726059,0.32739404,0.5
1:2,linear,0.8581939799331104,0.6793117,0.32068837,0.5
1:2,linear,0.8742474916387959,0.68594414,0.31405583,0.5
1:2,linear,0.8903010033444816,0.69250166,0.30749843,0.5
1:2,linear,0.9063545150501671,0.6989821,0.30101785,0.5
1:2,linear,0.9224080267558528,0.7053843,0.29461572,0.5
1:2,linear,0.9384615384615385,0.7117064,0.2882936,0.5
1:2,linear,0.9545150501672239,0.717947,0.28205287,0.5
1:2,linear,0.9705685618729096,0.7241051,0.2758949,0.5
1:2,linear,0.9866220735785953,0.73017913,0.26982084,0.5
1:2,linear,1.0026755852842808,0.7361681,0.26383173,0.5
1:2,linear,1.0187290969899665,0.7420713,0.25792873,0.5
1:2,linear,1.0347826086956522,0.74788743,0.2521125,0.5
1:2,linear,1.0508361204013377,0.7536161,0.24638392,0.5
1:2,linear,1.0668896321070234,0.7592565,0.24074353,0.5
1:2,linear,1.0829431438127088,0.76480794,0.23519194,0.5
1:2,linear,1.0989966555183945,0.77027017,0.22972976,0.5
1:2,linear,1.1150501672240802,0.7756428,0.22435714,0.5
1:2,linear,1.1311036789297657,0.78092545,0.21907446,0.5
1:2,linear,1.1471571906354514,0.78611827,0.21388188,0.5
1:2,linear,1.163210702341137,0.79122055,0.20877938,0.5
1:2,linear,1.1792642140468226,0.7962329,0.20376721,0.5
1:2,linear,1.1953177257525083,0.801155,0.19884503,0.5
1:2,linear,1.2113712374581938,0.8059871,0.19401278,0.5
1:2,linear,1.2274247491638794,0.81072974,0.18927021,0.5
1:2,linear,1.2434782608695651,0.8153831,0.18461704,0.5
1:2,linear,1.2595317725752506,0.8199471,0.18005289,0.5
1:2,linear,1.2755852842809363,0.8244227,0.17557721,0.5
1:2,linear,1.291638795986622,0.8288106,0.17118959,0.5
1:2,linear,1.3076923076923075,0.83311063,0.16688943,0.5
1:2,linear,1.3237458193979932,0.837324,0.16267607,0.5
1:2,linear,1.3397993311036787,0.84145105,0.15854885,0.5
1:2,linear,1.3558528428093644,0.84549296,0.15450703,0.5
1:2,linear,1.37190635451505,0.8494501,0.15054975,0.5
1:2,linear,1.3879598662207355,0.8533237,0.14667633,0.5
1:2,linear,1.4040133779264212,0.8571142,0.14288573,0.5
1:2,linear,1.420066889632107,0.8608228,0.13917719,0.5
1:2,linear,1.4361204013377924,0.8644504,0.13554962,0.5
1:2,linear,1.452173913043478,0.8679979,0.13200209,0.5
1:2,linear,1.4682274247491638,0.8714664,0.12853365,0.5
1:2,linear,1.4842809364548493,0.8748567,0.12514314,0.5
1:2,linear,1.500334448160535,0.87817025,0.12182962,0.5
1:2,linear,1.5163879598662207,0.8814081,0.11859199,0.5
1:2,linear,1.5324414715719061,0.88457096,0.115429,0.5
1:2,linear,1.5484949832775918,0.8876603,0.11233965,0.5
1:2,linear,1.5645484949832773,0.8906772,0.10932275,0.5
1:2,linear,1.580602006688963,0.89362293,0.1063772,0.5
1:2,linear,1.5966555183946487,0.8964983,0.10350176,0.5
1:2,linear,1.6127090301003342,0.8993046,0.10069526,0.5
1:2,linear,1.6287625418060199,0.9020434,0.09795659,0.5
1:2,linear,1.6448160535117056,0.90471566,0.09528451,0.5
1:2,linear,1.660869565217391,0.9073222,0.09267782,0.5
1:2,linear,1.6769230769230767,0.90986454,0.090135336,0.5
1:2,linear,1.6929765886287624,0.91234416,0.08765587,0.5
1:2,linear,1.709030100334448,0.91476184,0.0852382,0.5
1:2,linear,1.7250836120401336,0.917119,0.08288118,0.5
1:2,linear,1.7411371237458193,0.9194165,0.080583565,0.5
1:2,linear,1.7571906354515048,0.9216558,0.07834424,0.5
1:2,linear,1.7732441471571905,0.9238379,0.07616195,0.5
1:2,linear,1.789297658862876,0.92596436,0.07403558,0.5
1:2,linear,1.8053511705685616,0.9280359,0.07196395,0.5
1:2,linear,1.8214046822742473,0.930054,0.06994592,0.5
1:2,linear,1.8374581939799328,0.9320196,0.06798033,0.5
1:2,linear,1.8535117056856185,0.9339339,0.06606607,0.5
1:2,linear,1.8695652173913042,0.93579817,0.06420199,0.5
1:2,linear,1.8856187290969897,0.9376129,0.062386967,0.5
1:2,linear,1.9016722408026754,0.93938017,0.060619954,0.5
1:2,linear,1.917725752508361,0.9411002,0.058899842,0.5
1:2,linear,1.9337792642140466,0.94277465,0.057225578,0.5
1:2,linear,1.9498327759197323,0.94440407,0.055596072,0.5
1:2,linear,1.9658862876254177,0.9459899,0.05401032,0.5
1:2,linear,1.9819397993311034,0.9475327,0.052467264,0.5
1:2,linear,1.9979933110367891,0.94903415,0.050965946,0.5
1:2,linear,2.0140468227424746,0.9504947,0.049505334,0.5
1:2,linear,2.0301003344481603,0.95191574,0.04808447,0.5
1:2,linear,2.046153846153846,0.95329756,0.04670236,0.5
1:2,linear,2.0622073578595317,0.95464176,0.045358073,0.5
1:2,linear,2.0782608695652174,0.95594907,0.044050727,0.5
1:2,linear,2.094314381270903,0.9572203,0.04277936,0.5
1:2,linear,2.1103678929765883,0.9584567,0.0415431,0.5
1:2,linear,2.126421404682274,0.959659,0.04034105,0.5
1:2,linear,2.1424749163879597,0.9608275,0.039172355,0.5
1:2,linear,2.1585284280936454,0.96196395,0.0380362,0.5
1:2,linear,2.174581939799331,0.9630682,0.0369317,0.5
1:2,linear,2.1906354515050164,0.964142,0.035858102,0.5
1:2,linear,2.2066889632107025,0.9651853,0.03481456,0.5
1:2,linear,2.2227424749163878,0.9661997,0.03380034,0.5
1:2,linear,2.2387959866220735,0.96718526,0.032814663,0.5
1:2,linear,2.254849498327759,0.9681431,0.03185679,0.5
1:2,linear,2.270903010033445,0.96907425,0.030925978,0.5
1:2,linear,2.2869565217391306,0.9699785,0.030021504,0.5
1:2,linear,2.303010033444816,0.97085726,0.029142704,0.5
1:2,linear,2.3190635451505015,0.9717113,0.028288873,0.5
1:2,linear,2.335117056856187,0.97254056,0.027459338,0.5
1:2,linear,2.351170568561873,0.9733464,0.02665348,0.5
1:2,linear,2.3672240802675586,0.97412926,0.02587063,0.5
1:2,linear,2.3832775919732443,0.97488993,0.025110187,0.5
1:2,linear,2.3993311036789295,0.97562844,0.024371538,0.5
1:2,linear,2.4153846153846152,0.9763461,0.023654088,0.5
1:2,linear,2.431438127090301,0.9770428,0.022957254,0.5
1:2,linear,2.4474916387959866,0.9777195,0.022280492,0.5
1:2,linear,2.4635451505016723,0.9783766,0.021623228,0.5
1:2,linear,2.4795986622073576,0.97901505,0.02098494,0.5
1:2,linear,2.4956521739130433,0.9796347,0.020365097,0.5
1:2,linear,2.511705685618729,0.980237,0.019763215,0.5
1:2,linear,2.5277591973244147,0.9808215,0.019178744,0.5
1:2,linear,2.5438127090301004,0.98138845,0.01861124,0.5
1:2,linear,2.559866220735786,0.9819399,0.018060235,0.5
1:2,linear,2.5759197324414713,0.98247474,0.017525243,0.5
1:2,linear,2.591973244147157,0.98299444,0.017005822,0.5
1:2,linear,2.6080267558528427,0.98349845,0.01650153,0.5
1:2,linear,2.6240802675585284,0.98398817,0.016011963,0.5
1:2,linear,2.640133779264214,0.9844631,0.015536675,0.5
1:2,linear,2.6561872909699,0.9849247,0.015075287,0.5
1:2,linear,2.672240802675585,0.9853728,0.014627405,0.5
1:2,linear,2.6882943143812708,0.98580754,0.01419262,0.5
1:2,linear,2.7043478260869565,0.9862297,0.013770595,0.5
1:2,linear,2.720401337792642,0.98663896,0.013360941,0.5
1:2,linear,2.736454849498328,0.9870366,0.012963305,0.5
1:2,linear,2.752508361204013,0.9874226,0.012577366,0.5
1:2,linear,2.768561872909699,0.98779744,0.012202772,0.5
1:2,linear,2.7846153846153845,0.98816067,0.011839199,0.5
1:2,linear,2.80066889632107,0.98851365,0.011486332,0.5
1:2,linear,2.816722408026756,0.98885643,0.011143866,0.5
1:2,linear,2.8327759197324416,0.98918843,0.0108114965,0.5
1:2,linear,2.848829431438127,0.9895111,0.01048893,0.5
1:2,linear,2.8648829431438125,0.989824,0.010175896,0.5
1:2,linear,2.8809364548494982,0.990128,0.009872114,0.5
1:2,linear,2.896989966555184,0.9904226,0.009577305,0.5
1:2,linear,2.9130434782608696,0.9907089,0.009291225,0.5
1:2,linear,2.929096989966555,0.9909862,0.009013604,0.5
1:2,linear,2.9451505016722406,0.99125606,0.008744213,0.5
1:2,linear,2.9612040133779263,0.991517,0.008482799,0.5
1:2,linear,2.977257525083612,0.9917709,0.008229137,0.5
1:2,linear,2.9933110367892977,0.99201685,0.007983001,0.5
1:2,linear,3.0093645484949834,0.9922558,0.0077441633,0.5
1:2,linear,3.0254180602006686,0.99248767,0.0075124246,0.5
1:2,linear,3.0414715719063543,0.9927125,0.007287565,0.5
1:2,linear,3.05752508361204,0.9929307,0.007069389,0.5
1:2,linear,3.0735785953177257,0.99314237,0.0068577016,0.5
1:2,linear,3.0896321070234114,0.99334747,0.006652306,0.5
1:2,linear,3.1056856187290967,0.9935469,0.006453025,0.5
1:2,linear,3.1217391304347823,0.9937402,0.0062596784,0.5
1:2,linear,3.137792642140468,0.9939279,0.0060720867,0.5
1:2,linear,3.1538461538461537,0.99410987,0.0058900835,0.5
1:2,linear,3.1698996655518394,0.99428624,0.005713503,0.5
1:2,linear,3.185953177257525,0.9944579,0.005542192,0.5
1:2,linear,3.2020066889632104,0.9946243,0.005375987,0.5
1:2,linear,3.218060200668896,0.99478513,0.005214739,0.5
1:2,linear,3.234113712374582,0.99494165,0.0050583063,0.5
1:2,linear,3.2501672240802675,0.9950935,0.00490654,0.5
1:2,linear,3.266220735785953,0.9952406,0.0047593047,0.5
1:2,linear,3.282274247491639,0.99538344,0.00461647,0.5
1:2,linear,3.298327759197324,0.9955221,0.0044779005,0.5
1:2,linear,3.31438127090301,0.99565643,0.004343472,0.5
1:2,linear,3.3304347826086955,0.99578696,0.004213063,0.5
1:2,linear,3.346488294314381,0.99591327,0.0040865536,0.5
1:2,linear,3.362541806020067,0.9960363,0.003963826,0.5
1:2,linear,3.378595317725752,0.9961555,0.0038447732,0.5
1:2,linear,3.394648829431438,0.99627095,0.0037292822,0.5
1:2,linear,3.4107023411371236,0.9963826,0.0036172445,0.5
1:2,linear,3.4267558528428093,0.99649143,0.003508563,0.5
1:2,linear,3.442809364548495,0.9965969,0.0034031353,0.5
1:2,linear,3.4588628762541807,0.9966991,0.0033008663,0.5
1:2,linear,3.474916387959866,0.9967984,0.00320166,0.5
1:2,linear,3.4909698996655516,0.9968944,0.0031054246,0.5
1:2,linear,3.5070234113712373,0.99698806,0.0030120765,0.5
1:2,linear,3.523076923076923,0.9970784,0.0029215217,0.5
1:2,linear,3.5391304347826087,0.99716634,0.0028336851,0.5
1:2,linear,3.555183946488294,0.99725145,0.002748483,0.5
1:2,linear,3.5712374581939796,0.99733424,0.0026658329,0.5
1:2,linear,3.5872909698996653,0.9974146,0.0025856642,0.5
1:2,linear,3.603344481605351,0.99749213,0.0025078978,0.5
1:2,linear,3.6193979933110367,0.9975678,0.0024324672,0.5
1:2,linear,3.6354515050167224,0.99764055,0.0023592974,0.5
1:2,linear,3.6515050167224077,0.9977119,0.002288325,0.5
1:2,linear,3.6675585284280934,0.9977804,0.0022194826,0.5
1:2,linear,3.683612040133779,0.997847,0.002152705,0.5
1:2,linear,3.6996655518394648,0.9979122,0.0020879358,0.5
1:2,linear,3.7157190635451505,0.997975,0.0020251102,0.5
1:2,linear,3.7317725752508357,0.9980359,0.0019641696,0.5
1:2,linear,3.7478260869565214,0.9980949,0.001905061,0.5
1:2,linear,3.763879598662207,0.99815255,0.0018477277,0.5
1:2,linear,3.779933110367893,0.99820775,0.0017921155,0.5
1:2,linear,3.7959866220735785,0.998262,0.0017381763,0.5
1:2,linear,3.812040133779264,0.9983139,0.0016858558,0.5
1:2,linear,3.8280936454849495,0.9983648,0.0016351094,0.5
1:2,linear,3.844147157190635,0.99841434,0.0015858868,0.5
1:2,linear,3.860200668896321,0.99846196,0.0015381444,0.5
1:2,linear,3.8762541806020065,0.99850816,0.0014918372,0.5
1:2,linear,3.8923076923076922,0.9985529,0.0014469214,0.5
1:2,linear,3.9083612040133775,0.9985967,0.0014033574,0.5
1:2,linear,3.924414715719063,0.99863863,0.0013611015,0.5
1:2,linear,3.940468227424749,0.99868006,0.0013201175,0.5
1:2,linear,3.9565217391304346,0.9987196,0.001280365,0.5
1:2,linear,3.9725752508361203,0.99875814,0.0012418092,0.5
1:2,linear,3.988628762541806,0.99879575,0.0012044127,0.5
1:2,linear,4.004682274247491,0.9988319,0.0011681411,0.5
1:2,linear,4.0207357859531765,0.99886674,0.0011329597,0.5
1:2,linear,4.036789297658863,0.998901,0.0010988375,0.5
1:2,linear,4.052842809364548,0.9989344,0.0010657425,0.5
1:2,linear,4.068896321070234,0.99896675,0.0010336427,0.5
1:2,linear,4.084949832775919,0.9989972,0.0010025073,0.5
1:2,linear,4.1010033444816045,0.9990277,0.00097231125,0.5
1:2,linear,4.117056856187291,0.99905723,0.00094302243,0.5
1:2,linear,4.133110367892976,0.9990849,0.00091461465,0.5
1:2,linear,4.149163879598662,0.99911255,0.00088706345,0.5
1:2,linear,4.165217391304347,0.9991392,0.00086034014,0.5
1:2,linear,4.181270903010033,0.9991659,0.0008344223,0.5
1:2,linear,4.197324414715719,0.9991906,0.00080928445,0.5
1:2,linear,4.213377926421405,0.9992154,0.00078490283,0.5
1:2,linear,4.22943143812709,0.99923927,0.0007612554,0.5
1:2,linear,4.245484949832775,0.99926215,0.00073832006,0.5
1:2,linear,4.2615384615384615,0.999284,0.0007160747,0.5
1:2,linear,4.277591973244147,0.99930596,0.0006944993,0.5
1:2,linear,4.293645484949833,0.999326,0.00067357364,0.5
1:2,linear,4.309698996655518,0.999347,0.0006532785,0.5
1:2,linear,4.325752508361203,0.999366,0.00063359336,0.5
1:2,linear,4.3418060200668895,0.99938506,0.000614502,0.5
1:2,linear,4.357859531772575,0.99940413,0.0005959865,0.5
1:2,linear,4.373913043478261,0.99942225,0.00057802774,0.5
1:2,linear,4.389966555183946,0.9994394,0.0005606091,0.5
1:2,linear,4.406020066889631,0.9994565,0.0005437159,0.5
1:2,linear,4.422073578595318,0.99947274,0.0005273312,0.5
1:2,linear,4.438127090301003,0.99948895,0.00051143987,0.5
1:2,linear,4.454180602006689,0.9995042,0.00049602735,0.5
1:2,linear,4.470234113712374,0.9995185,0.0004810789,0.5
1:2,linear,4.48628762541806,0.9995338,0.00046658094,0.5
1:2,linear,4.502341137123746,0.9995471,0.00045251905,0.5
1:2,linear,4.518394648829431,0.9995614,0.0004388822,0.5
1:2,linear,4.534448160535117,0.9995748,0.0004256551,0.5
1:2,linear,4.550501672240802,0.9995871,0.00041282628,0.5
1:2,linear,4.566555183946488,0.9995995,0.0004003849,0.5
1:2,linear,4.582608695652174,0.9996119,0.00038831768,0.5
1:2,linear,4.598662207357859,0.99962336,0.00037661384,0.5
1:2,linear,4.614715719063545,0.9996348,0.0003652631,0.5
1:2,linear,4.63076923076923,0.99964625,0.0003542545,0.5
1:2,linear,4.6468227424749164,0.99965674,0.000343577,0.5
1:2,linear,4.662876254180602,0.9996672,0.0003332217,0.5
1:2,linear,4.678929765886287,0.99967676,0.0003231782,0.5
1:2,linear,4.694983277591973,0.9996863,0.00031343708,0.5
1:2,linear,4.711036789297658,0.99969584,0.00030398992,0.5
1:2,linear,4.7270903010033445,0.9997054,0.0002948275,0.5
1:2,linear,4.74314381270903,0.99971396,0.0002859407,0.5
1:2,linear,4.759197324414715,0.99972254,0.00027732205,0.5
1:2,linear,4.775250836120401,0.9997311,0.0002689632,0.5
1:2,linear,4.791304347826086,0.9997397,0.0002608563,0.5
1:2,linear,4.8073578595317725,0.99974734,0.00025299325,0.5
1:2,linear,4.823411371237458,0.99975497,0.00024536726,0.5
1:2,linear,4.839464882943144,0.99976254,0.00023797162,0.5
1:2,linear,4.855518394648829,0.9997692,0.00023079822,0.5
1:2,linear,4.871571906354514,0.9997759,0.00022384107,0.5
1:2,linear,4.887625418060201,0.99978256,0.00021709406,0.5
1:2,linear,4.903678929765886,0.99978924,0.00021055003,0.5
1:2,linear,4.919732441471572,0.9997959,0.00020420327,0.5
1:2,linear,4.935785953177257,0.99980164,0.00019804783,0.5
1:2,linear,4.9518394648829425,0.9998083,0.00019207814,0.5
1:2,linear,4.967892976588629,0.99981403,0.00018628805,0.5
1:2,linear,4.983946488294314,0.99981976,0.00018067268,0.5
1:2,linear,5.0,0.9998245,0.00017522657,0.5
1:4,linear,0.2,0.32669324,0.6733068,0.5
1:4,linear,0.21605351170568562,0.3334629,0.6665371,0.5
1:4,linear,0.23210702341137124,0.3403019,0.6596981,0.5
1:4,linear,0.24816053511705688,0.34720814,0.65279186,0.5
1:4,linear,0.26421404682274247,0.35417923,0.64582074,0.5
1:4,linear,0.2802675585284281,0.3612129,0.63878703,0.5
1:4,linear,0.2963210702341137,0.36830658,0.6316934,0.5
1:4,linear,0.31237458193979933,0.3754577,0.6245423,0.5
1:4,linear,0.328428093645485,0.38266355,0.6173365,0.5
1:4,linear,0.34448160535117056,0.38992134,0.6100787,0.5
1:4,linear,0.36053511705685615,0.39722818,0.60277176,0.5
1:4,linear,0.3765886287625418,0.4045812,0.59541875,0.5
1:4,linear,0.39264214046822743,0.4119773,0.58802277,0.5
1:4,linear,0.408695652173913,0.4194133,0.5805867,0.5
1:4,linear,0.42474916387959866,0.42688617,0.5731139,0.5
1:4,linear,0.4408026755852843,0.43439248,0.56560755,0.5
1:4,linear,0.4568561872909699,0.44192904,0.55807096,0.5
1:4,linear,0.4729096989966555,0.44949245,0.55050755,0.5
1:4,linear,0.4889632107023411,0.4570793,0.5429207,0.5
1:4,linear,0.5050167224080268,0.4646861,0.53531396,0.5
1:4,linear,0.5210702341137123,0.47230935,0.52769065,0.5
1:4,linear,0.537123745819398,0.4799455,0.52005446,0.5
1:4,linear,0.5531772575250835,0.48759115,0.5124089,0.5
1:4,linear,0.5692307692307692,0.49524254,0.50475746,0.5
1:4,linear,0.5852842809364549,0.50289613,0.49710387,0.5
1:4,linear,0.6013377926421404,0.5105484,0.48945168,0.5
1:4,linear,0.6173913043478261,0.5181957,0.4818043,0.5
1:4,linear,0.6334448160535117,0.5258345,0.4741655,0.5
1:4,linear,0.6494983277591972,0.5334613,0.46653873,0.5
1:4,linear,0.6655518394648829,0.54107237,0.45892763,0.5
1:4,linear,0.6816053511705685,0.54866433,0.45133564,0.5
1:4,linear,0.6976588628762541,0.55623376,0.44376618,0.5
1:4,linear,0.7137123745819398,0.56377727,0.43622285,0.5
1:4,linear,0.7297658862876253,0.57129115,0.42870876,0.5
1:4,linear,0.745819397993311,0.5787725,0.42122757,0.5
1:4,linear,0.7618729096989967,0.5862177,0.41378224,0.5
1:4,linear,0.7779264214046822,0.5936239,0.40637612,0.5
1:4,linear,0.7939799331103679,0.6009877,0.39901245,0.5
1:4,linear,0.8100334448160535,0.608306,0.39169407,0.5
1:4,linear,0.826086956521739,0.6155759,0.384424,0.5
1:4,linear,0.8421404682274247,0.6227947,0.37720528,0.5
1:4,linear,0.8581939799331104,0.6299594,0.37004066,0.5
1:4,linear,0.8742474916387959,0.63706726,0.36293277,0.5
1:4,linear,0.8903010033444816,0.6441157,0.35588425,0.5
1:4,linear,0.9063545150501671,0.6511023,0.34889776,0.5
1:4,linear,0.9224080267558528,0.65802443,0.34197545,0.5
1:4,linear,0.9384615384615385,0.6648801,0.3351199,0.5
1:4,linear,0.9545150501672239,0.67166674,0.3283332,0.5
1:4,linear,0.9705685618729096,0.6783826,0.32161745,0.5
1:4,linear,0.9866220735785953,0.6850254,0.31497464,0.5
1:4,linear,1.0026755852842808,0.6915933,0.3084066,0.5
1:4,linear,1.0187290969899665,0.6980847,0.3019152,0.5
1:4,linear,1.0347826086956522,0.7044978,0.29550213,0.5
1:4,linear,1.0508361204013377,0.71083117,0.28916883,0.5
1:4,linear,1.0668896321070234,0.71708333,0.2829167,0.5
1:4,linear,1.0829431438127088,0.7232529,0.27674708,0.5
1:4,linear,1.0989966555183945,0.72933865,0.27066126,0.5
1:4,linear,1.1150501672240802,0.73533976,0.2646604,0.5
1:4,linear,1.1311036789297657,0.7412548,0.2587453,0.5
1:4,linear,1.1471571906354514,0.7470832,0.2529169,0.5
1:4,linear,1.163210702341137,0.75282395,0.24717598,0.5
1:4,linear,1.1792642140468226,0.7584767,0.24152334,0.5
1:4,linear,1.1953177257525083,0.76404065,0.2359595,0.5
1:4,linear,1.2113712374581938,0.76951516,0.23048477,0.5
1:4,linear,1.2274247491638794,0.7749003,0.22509965,0.5
1:4,linear,1.2434782608695651,0.7801956,0.2198044,0.5
1:4,linear,1.2595317725752506,0.78540075,0.21459928,0.5
1:4,linear,1.2755852842809363,0.7905157,0.20948431,0.5
1:4,linear,1.291638795986622,0.7955407,0.2044595,0.5
1:4,linear,1.3076923076923075,0.80047524,0.19952479,0.5
1:4,linear,1.3237458193979932,0.80532,0.19468002,0.5
1:4,linear,1.3397993311036787,0.8100749,0.189925,0.5
1:4,linear,1.3558528428093644,0.8147406,0.18525948,0.5
1:4,linear,1.37190635451505,0.8193171,0.18068288,0.5
1:4,linear,1.3879598662207355,0.8238052,0.17619498,0.5
1:4,linear,1.4040133779264212,0.8282049,0.1717951,0.5
1:4,linear,1.420066889632107,0.83251715,0.1674828,0.5
1:4,linear,1.4361204013377924,0.83674276,0.16325743,0.5
1:4,linear,1.452173913043478,0.8408817,0.15911819,0.5
1:4,linear,1.4682274247491638,0.84493554,0.15506457,0.5
1:4,linear,1.4842809364548493,0.8489043,0.15109554,0.5
1:4,linear,1.500334448160535,0.85278964,0.1472105,0.5
1:4,linear,1.5163879598662207,0.85659164,0.1434085,0.5
1:4,linear,1.5324414715719061,0.8603115,0.13968854,0.5
1:4,linear,1.5484949832775918,0.8639503,0.13604978,0.5
1:4,linear,1.5645484949832773,0.867509,0.13249119,0.5
1:4,linear,1.580602006688963,0.8709882,0.12901174,0.5
1:4,linear,1.5966555183946487,0.8743894,0.12561049,0.5
1:4,linear,1.6127090301003342,0.87771374,0.122286335,0.5
1:4,linear,1.6287625418060199,0.8809619,0.11903815,0.5
1:4,linear,1.6448160535117056,0.8841351,0.11586483,0.5
1:4,linear,1.660869565217391,0.8872348,0.112765305,0.5
1:4,linear,1.6769230769230767,0.8902617,0.10973843,0.5
1:4,linear,1.6929765886287624,0.89321697,0.10678296,0.5
1:4,linear,1.709030100334448,0.8961021,0.10389784,0.5
1:4,linear,1.7250836120401336,0.89891833,0.10108188,0.5
1:4,linear,1.7411371237458193,0.9016662,0.09833379,0.5
1:4,linear,1.7571906354515048,0.9043475,0.095652506,0.5
1:4,linear,1.7732441471571905,0.9069632,0.09303677,0.5
1:4,linear,1.789297658862876,0.9095147,0.090485446,0.5
1:4,linear,1.8053511705685616,0.91200274,0.087997265,0.5
1:4,linear,1.8214046822742473,0.91442907,0.08557108,0.5
1:4,linear,1.8374581939799328,0.91679436,0.083205655,0.5
1:4,linear,1.8535117056856185,0.9191,0.08089989,0.5
1:4,linear,1.8695652173913042,0.9213475,0.0786525,0.5
1:4,linear,1.8856187290969897,0.92353755,0.07646236,0.5
1:4,linear,1.9016722408026754,0.9256719,0.07432829,0.5
1:4,linear,1.917725752508361,0.92775077,0.07224908,0.5
1:4,linear,1.9337792642140466,0.92977643,0.07022369,0.5
1:4,linear,1.9498327759197323,0.9317492,0.06825086,0.5
1:4,linear,1.9658862876254177,0.9336705,0.0663295,0.5
1:4,linear,1.9819397993311034,0.9355416,0.06445849,0.5
1:4,linear,1.9979933110367891,0.93736327,0.0626367,0.5
1:4,linear,2.0140468227424746,0.93913716,0.060863093,0.5
1:4,linear,2.0301003344481603,0.9408637,0.059136532,0.5
1:4,linear,2.046153846153846,0.94254404,0.057455923,0.5
1:4,linear,2.0622073578595317,0.94417965,0.055820227,0.5
1:4,linear,2.0782608695652174,0.9457716,0.054228462,0.5
1:4,linear,2.094314381270903,0.94732064,0.05267955,0.5
1:4,linear,2.1103678929765883,0.9488274,0.051172473,0.5
1:4,linear,2.126421404682274,0.95029396,0.04970625,0.5
1:4,linear,2.1424749163879597,0.9517201,0.048279896,0.5
1:4,linear,2.1585284280936454,0.95310754,0.04689246,0.5
1:4,linear,2.174581939799331,0.9544569,0.045542963,0.5
1:4,linear,2.1906354515050164,0.95576954,0.04423054,0.5
1:4,linear,2.2066889632107025,0.957046,0.04295423,0.5
1:4,linear,2.2227424749163878,0.9582867,0.041713096,0.5
1:4,linear,2.2387959866220735,0.9594938,0.040506355,0.5
1:4,linear,2.254849498327759,0.9606667,0.03933308,0.5
1:4,linear,2.270903010033445,0.96180755,0.038192432,0.5
1:4,linear,2.2869565217391306,0.9629162,0.037083585,0.5
1:4,linear,2.303010033444816,0.963994,0.036005724,0.5
1:4,linear,2.3190635451505015,0.9650422,0.034958072,0.5
1:4,linear,2.335117056856187,0.9660601,0.033939797,0.5
1:4,linear,2.351170568561873,0.96704966,0.032950196,0.5
1:4,linear,2.3672240802675586,0.96801156,0.03198849,0.5
1:4,linear,2.3832775919732443,0.9689463,0.031053947,0.5
1:4,linear,2.3993311036789295,0.9698541,0.030145846,0.5
